19500	5086 7096 11080 14048 19421 20551 25933 27927
38250	10051 11176 11447 14265 15138 17590 17959 20626 28719
65500	2999 5443 5814 6050 14623 15018 15639 18843 21078 21758 21840 28463 28687 29099 29202
69500	143 360 2929 6007 6352 9479 10646 14020 15315 17119 17470 17640 17641 18196 18630 18730 18805 19973 21672 22329 22947 25346 28410
239250	3068 3619 7616 9842 12647 15018 16421 28481
252500	6199 12541 13778 14011 15089 18544 18741 23656 23826 23861
267250	679 2367 7105 9802 11679 13787 16406 18829
415500	194 554 3151 23164
434750	4571 6104 6542 16972 17158 19394 19973 27458 27511
452750	6672 14796 15638 21865 24392 25488
472000	2605 3515 6211 6542 14647 23584 23748 25333
563500	26 3658 5461 7868 8313 10778 14073 16939 21840 22058 23284 23928 28347 28653
691500	239 834 2826 3507 4443 4544 6080 7868 8643 8724 8764 9842 11018 11849 12285 12431 12433 14498 14554 15390 15934 19328 20154 20661 21672 21840 22547 22664 23013 25733 26288 27912 28641 29445
725000	1831 2257 14482 17835 18597 20425 20902 25372
776750	2963 3228 3503 4329 7080 9991 11605 12717 14777 16939 18388 19829 21092 22043 24598 26699 27401 29084
832250	1831 11578 20043 26670 27791 28859 29330
892500	239 1533 1966 2669 3074 3627 3852 6080 7868 10097 10306 11670 12243 14020 17446 18741 18805 23403 23516 28985 29022 29099
965500	2963 9671 10646 18227 18712 20297 24411 25003 26378
1025250	509 13247 14119 15883
1074750	679 2048 2257 3228 3699 7868 10171 11080 11573 11679 11904 12220 12747 14580 16406 16550 21865 22556 27092
1118250	2589 3068 5661 6805 8278 9582 10970 11176 12068 13494 13721 14294 14794 18712 19096 24306 24601 24929 26665
1140750	1293 3032 3285 3937 5184 6741 7868 9894 12541 14261 15395 15622 17823 22313 27063
1181250	5458 6672 7208 8058 8339 15858 16169 17783 17968 18932 21110 23284 29213
1194750	83 679 2669 3627 4059 4281 5306 6543 7037 7400 7827 7868 7976 8034 8637 11734 12737 15663 16836 19962 20551 21092 23103 24669 25169 25366 25488 27052
1324500	5336 7868 8028 10404
1492500	2267 3627 3926 7868 8689 10188 11679 16540 17653 21683 24886 28899
1517000	4808 7208 11350 12977 15086 15299 16302 19903 24087 27205
1528500	500 3627 4750 5799 6158 7059 7248 12162 15320 18466 18736 20800 21092 22280 22749 23013 23774 23781 24929 26546 26563 28370
1531250	2963 3719 4676 6092 7026 10247 12216 21146 22442 23338 24942 25260 26523
1561250	3627 12352 12557 13891 15639 17706 22973
1579250	4078 4544 4939 6190 7743 7963 9906 13020 14969 15721 17438 24194 25424
1622500	679 7059 7364 7522 8662 18771 18879 19179 19381 24911 28391
1688750	554 3145 5376 7248 12220 14020 19671
1724250	3228 7989 9544 10097 12977 15672 16176 20425
1758250	2764 3091 4060 6571 7389 7817 10038 11029 12560 23676 27791 28463 28481
1782250	155 2568 3237 5845 14415 18002 19374 21110 24460 26736 28333
1953250	3627 3658 6096 6783 8313 10176 12352 12394 14020 15639 23984 26267
1969000	4993 5987 6352 12220 15887 16550 18002 18575 20297 25687
1971500	1739 3151 7096 7230 7469 7624 7654 7692 8316 11000 14415 14917 17550 18712 19166 21715 22043 23019 24070 25329 26860 27791
2050000	4053 4324 5306 5620 8637 9802 10702 11022 12329 14242 14415 15231 17960 18996 20579 21336 21659 22533 24377 26127 26866 27791
2078000	679 4644 7622 11347 12977 13097 14261 14902 16944 17449 17752 18730 26608
2088000	617 2655 4078 10949 15019 21883
2103250	1831 3627 4220 5458 6290 6724 7567 7822 11022 12394 13592 13737 14902 16564 22280 24325 25219 28855
2168250	7868 21838 27133
2187500	2963 4201 7990 12162 16376 23628 24780 27394
2316250	679 949 1390 4571 6621 9657 9688 10329 10948 15065 18180 21950 26288 28662
2331750	953 1390 1752 2526 2669 5971 6529 7179 7868 8625 8628 8689 10395 10584 13390 13903 14318 15653 18501 18805 18990 19539 21092 21975 22732 22789 23025 23984 24385 24886 24893 27179 28370 28653 28985 29099
2378500	2367 2669 7230 10014 10970 12886 14795 17470 18937 19974 23774 25372 26619 28017 28243
2428500	1396 9250 17640 28332
2480750	22946
2752000	527 2042 3032 3164 3313 5043 5667 11679 12243 14074 15820 17958 19405 22179 22505 26728 27906
2771250	255 476 480 789 1494 2513 2963 4641 6247 7311 7560 8838 14360 16609 22319 22359 22567 23284 24942 25331 25948 26314 26722 27670 29099 29490
2788750	2410 2898 6880 6918 7096 7432 8842 10329 10702 11176 11431 11679 13274 14294 17747 18515 24274 29084
2807500	1253 7314 7552 10593 11329 12512 12688 14515 18741 19149 20585 27117 29203
2891500	255 819 2257 3627 8027 8724 14161 14580 21539 25086 26722
