19500	20551
38250	10051 11447 14265 17959 20626 28719
42000	4078 20979 24098 28180 28481 29528
65500	6050 15018 15639 18801 18843 21078 21758
69500	143 360 6007 9479 15315 17119 17640 17641 18196 19973 21672 22329 25346 26665 28410
83250	6174 25753 28885
140500	14625 15065 23779
145750	11578
154500	3627 5863 8689 12168 12220 13830 21110 25820 28370
190500	11190 17346
200250	10893 12352 17556 25570
232000	361 7868 12133 16311 16406 21865
236000	7248 18275 22523 29203
239250	3068 3619 12647 16421 28481
252500	6199 12541 13778 18544 18741 23861
266500	22659
267250	679 2367 7105 9802 16406
282500	27135
299750	24601
309750	4545 15365
341000	679 1739 2257 4003 9290 11652 17958 25402 25676 26722 26754
371250	10106 21110
380000	1392 1773 12329
393250	7868 10329 12068 13093 20154 20162 22594
417250	2513
434750	4571 6104 17158 19973
439000	647 7105 9066 10714 21841 25415 26404
448250	15911 19962
452750	15638
472000	2605 3515 6211 14647 23584 25333
528250	155 2963 8693 26270
563500	10778 22058 28653
573000	18868 19615 19962
599750	12977 20297 24415 24788 24986 27785
620500	934 3627
621500	3723 4147 5845 6143 6326 11670 15401 16009 23861 27817
691500	239 2826 3507 4544 8724 11849 14498 14554 15934 20154 21672 25733 26288 28641 29445
711500	11052 26722
725000	1831 2257 14482 18597 20425 25372
731750	2270 7692 9195 10570 29008
745750	21071 24869 26699 29099
746000	155 6571 7105 21865
764000	11531 18990 25618
776750	16939
791500	8738 10329 12198 14712 16606 20297 21050 23424 23492 24831
799000	750 3350 3555 11687 16578
832250	1831 27791
847750	1752 3714 13390 19891 21684 21787 23304 25770
848500	259 1501 4172 7286 9838 11196 23628 24977 25209
854250	24601
861750	3720 4078 23284
887750	15019 26754
892500	1966 3627 3852 6080 10097 12243 23516 29099
965500	10646 18227 20297 25003 26378
969750	19835
981000	4997 8662 8689 11176 12220 14020 14153 23623 29022
1025250	509 13247 15883
1046250	2257 6621 11983
1063000	530 4443 14165 15019 15943 16186 16653 19216 20551 22280 22749 23214 28481
1074750	679 2257 3699 11080 12220 16550 22556 27092
1086750	1084 7868 11080 18977 21533 22400 28791
1104500	18678 21110
1110750	3101 3458 21110 22499
1118250	2589 3068 6805 13494 13721 14794 24601 26665
1140750	1293 3285 5184 7868 15622 27063
1181250	5458 6672 18932 21110
1189000	1546 12175 15019 23628
1194750	679 4059 5306 6543 7400 7827 7868 7976 15663 19962 20551 24669 25169 25488 27052
1240250	5998 7871 12394 13975 18392 20297 21092 23623
1244250	14495 15606 28183
1247000	2669 25635
1319000	5797 10449
1324500	7868 8028
1381000	1831 29099
1446250	3390 4078 16849 20297 23482
1459000	6147
1492500	2267 3926 11679 16540 17653 21683 24886 28899
1517000	4808 7208 12977 15299 19903 27205
1525000	2257 11196
1528500	3627 6158 7248 12162 23774 24929 28370
1531250	7026 26523
1561250	3627 13891 15639
1579250	4078 4544 4939 7963 13020 14969 15721 17438 25424
1617250	2217 5077 9633 12283 18002 19405
1622500	7364 8662
1629250	143 9120 14266 18024 19891 21758 23656 28937 29099
1661750	3151 3324 9802 11080 14020 15534 21950 22342
1688750	554 3145 12220 14020
1699500	16716
1710500	1481 2729 14780 21246 25526 28065 29547
1724250	7989 9544 10097 16176 20425
1727500	2787 3228 4452
1758250	4060 7817 10038 11029 12560 23676 27791
1782250	155 3237 18002 19374 21110 24460 26736 28333
1792000	11176 13259 16500 16540 20154 20630 20979 23214 23351 23623 28937
1793250	2033 14020
1806750	16463 18558 20701 21683 26394
1812000	7868 11196 29077
1815750	28391
1832000	7868 10151 10916 12287 25687
1904750	9138 15906 22484 23928 25888
1906000	2438 12220 21110
1909250	504 2963 5131 5285 5416 6326 8193 8383 10014 15811 15992 17060 20516 21110 21975 23470 23896 23914 24645 27406 27683
1911500	1073 8868 16110 20386 21815 25500
1953250	3627 6096 12394 14020 15639 26267
1966250	155 2257
1969000	6352 12220 18575 20297
1971500	7692 8316 9340 11000 22043 26860
2033500	712 3510 3627 7473 8689 11176 11203 11465 12220 14796 18025 18075 20417
2050000	5306 12329 14242 14415 15231 21336 21659 22533 24377 26127 26866 27791
2076000	21841
2078000	679 7622 11347 12977 13097 14261 17752 18730
2088000	617 4078 15019
2103250	3627 4220 6290 7822 11022 13737 16564 25219 28855
2132250	28142
2138750	11029
2168250	7868 21838 27133
2182750	18808
2187500	2963 4201 7990
2198750	9250 12220 13054 13216 16550 21110
2200750	9315 27155
2232500	679 3723 4683 11000 11196 14261 24986
2251750	22727 25177
2253250	1591 7703 18730 21067 26722
2316250	679 9688 10329 18180 21950
2331750	5971 7179 8628 19539 21092 21975 23025 23984 27179 28653
2350750	2963 4078 7248 10840 24385 24788 25386 25989
2378500	2367 7230 10014 10970 12886 19974 23774 25372 26619 28243
2428500	17640
2448250	17423 24669
2492500	10464 11124 11849 16534 20083 20979 21243 23969
2688750	155 1739 3181 3774 4571 13450 15721 24601
2704750	13592 21026
2752000	527 3032 3164 3313 5667 11679 15820 17958 22179 26728 27906
2768250	23421
2771250	255 476 480 1494 2963 4641 8838 14360 16609 22359 22567 23284 24942 25331 25948 26314 26722 29099 29490
2788750	2898 6918 10329 11176 11431 13274 17747 18515 24274 29084
2807500	1253 7314 7552 10593 11329 12512 14515 19149 20585 27117 29203
2808500	12394 25372
2823250	2610
2852250	2251 4647 11682 21706
2870250	8327 12964 14020 17606 19431 23284 29363
2874500	2257 3047 7323 7386 7910 14914 19422 28059 28370
2882750	4452
2891500	819 2257 3627 8027 14580
2920750	12068 13278 15478 22400 23538
2921750	143 6438 11176 11670 13888 14182 20184 25272 25733
2940000	11767 12168 14580 19835 24519 26722 29490
2968250	14273 16463 21110
2975500	5086 8978 16406 16939
2988000	12132 12606
3009000	5627 7230 7868 8724 10604 11000 11280 12327 12964 13450 14695 15019 15138 17732 19014 21657 21840 22393 23623 24869 27906 28347 28411
3010000	4220
3014750	1147 2024 2353 3228 7868 18558
3031750	215 679 4949 6114 7105 7567 11176 11781 12977 16110 16406 18730 23214 23604 23774 28924
3035250	993 11196 14020
3054250	5448 12285 23108
3089500	1917
3114000	2655 5429 6828 8689 11345 13112 13135 15259 20182 20536 21092 21110 23928
3148500	4762 6908 7059 7620 8327 8662 12795 16217 18624 19796 25793 28561
3149000	9817 13162 18964 29008
3188000	4993 17429 18025
3211250	7173 11076 12431
3216500	2963 21501 24225 27168 27242 28992
3245250	18730
3249250	7278 17275 24978 26394
3266750	3168 5416 12220 26318
3282250	11857 19126
3293750	26523
3304500	679 3804 4931 8219 8689 11022 17228 24461 25169
3310750	3627 8689 14952 16550 23774
3312500	19993
3317500	679 16836
3326250	13450
3344750	1771 3313 3329 5015 6985 7173 8805 11022 11078 12220 17958 20579 21110 25488 27427 28524 29099
3350250	1672 3384 3740 5779 14413 18736 25420
3363000	15315 18868 24158
3396250	4953
3404000	22246 28653
3511000	13020 14020 29203
3520000	1700 8508 9563 17055 22058 23409 28065
3524750	1966 4491 4808 6868 15065 17920 26871 27625
3549000	5184 5285 5957 12395 14261
3573750	11670
3581250	3723 12512
3588500	29095
3590000	1776 7567 9922 11694 28924
3625250	17327 21372
3644250	3723 4381 8637 15142 17781 22425
3675000	11635 13779 14292 15024
3684750	1831
3719250	125 3362 4960 18624 25631
3723750	1831 2655 13247 21672
3742000	4078 13020
3751500	20300
3787750	19458 26969
3795000	26127 29099
3799500	1721 6539
3846250	11679 14182 15584 25380 27371 27840
3849750	9549
3895750	5469 12475 12933
3903500	1392 15138 27609 28605
3913250	5845 13240
3952000	2128 3196 3723 4648 5474 12220 13998 16550 21844 25372 25669 25917 29099
3954500	931 12162 15584 18292 26315
3963750	251 3590 4949 7356 10381 11176 12977 14020 19014 23662 26972
3977750	21869 23273
3981750	1831 16082
4004500	624 1831 5211 18281
4037500	14523 26614
4047000	3983 7105 7624 8943 17945 20551 29446
4059500	7868 8166 9549 12159 14120 15089 29099
4063000	19974
4073250	7868 12792 17153 27415
4102750	19149
4115500	6731 14470
4133750	1831
4153000	5330 11431 14942 17835 21865 22621 26523
4184250	241 647 4949 8082 8565 12220 14020 16550 26716 27371 28710
4193750	24296
4195500	9802 14159 18097 22246
4215750	3760 11060 11391 15302 22840
4256000	2059 3324 13883 15661 17647 17771
4256500	4694
4257000	27625
4259500	4949 5336 6951 11018 11176 15019 17725 26722 29099
4304250	679
4317250	15159 21110
4336750	16463 20846
4370750	1666 3723 7168 21110 23628
4376250	8689 19993 21225 27407 27637
4423500	11543
4454500	3723 15019 15138 21071 25830 27117 28653
4475750	259 547 679 2227 3719 4949 6497 7856 7988 8149 8689 11396 11612 12068 13390 13592 15584 16754 17945 19113 20411 21110 21796 21838 22840 23774 24575 26267
4503500	11936
4547500	8257
4625750	1428 3723 4939 6328 9838 10570 10840 11157 14482 15446 16836 17882 17945 22321 24471 29197
4631250	5184 7868 27052 29099
4658500	679 1670 17453 21110 24196
4680000	16463 25372
4712250	2963 20902
4716750	2963 4324 8511 13757 29202
4770500	2610 12220 14020 18433 20297 22317 24869 29214
4782250	679 1481 5724 9658 10778 12142 27791
4809000	22211
4809750	1831 23884
4814750	679 25135
4844000	7868 11176 15138
4850000	614 1428 12512 14678
4852000	21110
4852500	9563
4876750	143 949 2945 4080 7868 9838 11378 11431 12394 14150 19496 20536 21950
4895250	1335
4902250	14794 18687
4907500	24430
4921000	8689
4922750	2669 7340 14120 18013 18465 25733
4963500	4078 13240 13830 15538 16572 21092 21110 22489 29203
4967250	28391
5011500	1756 1831 4078 7059 7354 11679 13749 20180 21847 22280 22489 23779 26523 27092 29203
5012750	1335 3393 5043 5053 8799 10893 11196 13020 14469 29473
5024500	7105 8439 10106 13779 13888 18805 21110 24601 26378
5034000	10584 12220
5037000	679 2382 2945 5896 6828 7354 7868 12055 14590 14796 15639 20648 21283 21838 23621 24960 26722 27508 27791
5078750	679 6672 7096 7260 10329 11080 14596 20484 21110 23071 23628 25098 25329 26665 26705
5108000	4254 6672 22547
5110750	1739 3324 8414 11176 25793
5143250	1280 9563 14482 17401 20411
5155750	1533 12453 14661 22505
5170500	6096 7868 18730
5199750	679 10868
5220750	13793 25240 26216 28438
5226250	4078 8689 10329 14020 19155 24669 24871
5238000	8090 16406 24385 25372 29099
5239500	318 1979 14153 18353 21110 23407 23928
5248750	15086 23623 27035 28924
5254500	5712 6348 6546 7708 7868 9317 12717 15478 17020 18611 20300 21672 22400 24306 24601 24929 25488 25618 28391
5256500	614 12165
5264500	1642 5470 12220 12394 16965 17945 19038 19262 22547 27508
5279750	2368 4795 10151 27435
5292000	7184 21672 23779
5293250	679 3995 12220 22583
5336750	11000
5354000	10948
5407750	6352 16373 25676 29099
5440500	17945 25272
5440750	11052 12168 12883 19862 20045 25029 27210
5491500	1691 4544 11032 16939 20803 25989
5522250	679 8689 8739 12883
5539250	155 3935 7868 8689 13179 14630 18231 18628 24258 25207
5642000	3723 4949 10840 11176 14318 24598 25424 27272 29084
5654000	5896 20417
5655250	239 3285 3702 4338 4544 4571 7427 9563 11196 11396 11624 15018 16406 20047 26031
5693000	2655 14020 21899 22916
5697750	21110
5726500	949 4300 5848 10059 11080 13779 14020 17072 22280 22731 23465 25372 25733 28410
5742000	16716 22307 25261 25830
5751500	2353 3228 5336 6199 6348 11679 12977 19680 25488
5754500	4014 14020 14784 15423 20751 28752
5769750	143 6617 16818 24503
5780000	622 2173 3723 5094 9340 10058 11022 11431 15471 15811 17061 19523 20180 20724 24274 26665 26744 27257 27906 28885 29364 29418
5812000	2683 17641
5828250	4808 16979
5847500	27458
5865750	57 1446 1681 2872 3145 3228 4171 4238 7868 9462 9745 11196 11652 21283 22234 22505 25060 26297 27544 28616 28937
5898500	374 26722 28465
5899750	11679 12220
5901250	1010 7262 11073 11330 12606 14575 18937 19277 22482
5906250	3047 20529
5910250	937
5915250	2367 15138
