19500	20551
42000	28180,29528
83250	6174,25753,28885
145750	11578
154500	3627,4949,5863,8689,11080,12168,12220,13830,16550,21110,25820,26576,28370
232000	361,7868,12133,16311,16406,21865
267250	679,7105,9802,16406
299750	24601
309750	4545,15365
341000	679,1739,2257,4003,9290,11652,17958,25402,25676,26722,26754
393250	12068,13093,20154,20162,22594
434750	4571,6104,17158,19973
439000	647,7105,7868,9066,25415,26404
452750	15638
528250	155,2963,8693,26270
563500	120,5461,10778,17926,22058,22916,28347,28653
599750	20297,24415,24788,24986,27785
620500	934
621500	3723,4147,5845,6143,8726,11670,15401,16009,19126,23861,27817
731750	7692,9195,10570,29008
745750	24869,26699,29099
746000	6571,7105,21865
776750	16939
791500	8738,10329,12198,14712,16606,20297,21050,23424,23492,24831
799000	750,2669,3350,3555,11687,16578
835000	19632
848500	259,1501,4172,7286,9838,10151,11196,14261,23628,24977,25209
892500	1533,1966,2713,3627,3852,6080,6147,10097,10306,11849,12243,15019,15584,23516,29022,29099
965500	10646,18227,20297,25003,26378
981000	4938,4997,8662,8689,11176,12220,14020,14153,23623,29022
1025250	509,11330,13247,15883,19335,22131
1063000	530,4443,14165,15019,15943,16186,16653,19216,20551,22280,22749,23214,28481
1118250	2589,3068,6805,13494,13721,14794,24601,26665
1140750	1293,3285,5184,6741,7868,15622,27063
1181250	5458,6672,10617,15858,17783,17968,18932,21110,23284,27257
1194750	679,4059,5306,6543,7400,7827,7868,7976,15663,19962,20551,24669,25169,25488,27052
1244250	14495,15606
1247000	2669,25635
1319000	5797,10449
1324500	7868,8028
1381000	1831,29099
1492500	2267,3926,10188,11679,16540,17653,21683,24886,28899
1525000	2257,11196
1528500	500,3627,4750,6158,12162,18466,21092,23013,23774,24929,28370
1531250	2963,7026,10188,10999,18075,26523
1579250	4078,4544,4939,7963,13020,14969,15721,17438,25424
1617250	2217,5077,9633,12283,18002,19405
1622500	7364,8662
1629250	143,9120,14266,18024,19891,21758,23656,28937,29099
